JoLE 2016 Jul,False
JPE 2016 Apr,False
AEJ:Applied 2016 Apr,False
JEL 2016 Jun,False
JPubE 2016 May,False
JoE 2016 Jul,False
AER 2016 Feb,False
QJE 2016 Feb,False
JAERE 2016 Apr,False
EcLetters 2016 Jun,False
Energy Policy 2016 Jun,False
REStat 2016 Mar,False
ECMA 2016 May,False
JUE 2016 May,False
JPubE 2016 Apr,False
JAE 2016 Jun,False
JoE 2016 Jun,False
AER 2016 Jan,False
JEEM 2016 Mar,False
EcLetters 2016 May,False
Energy Policy 2016 May,False
JPE 2016 Feb,False
AEJ:Policy 2016 Feb,False
REStud 2016 Jan,False
JPubE 2016 Mar,False
JoE 2016 May,False
AER 2015 Dec,False
EcLetters 2016 Apr,False
EcPolicy 2016 Apr,False
Energy Policy 2016 Apr,False
JoLE 2016 Apr,False
AEJ:Applied 2016 Jan,False
ECMA 2016 Mar,False
JUE 2016 Mar,False
JEL 2016 Mar,False
JPubE 2016 Feb,False
JAE 2016 Apr,False
JoE 2016 Apr,False
AER 2015 Nov,False
QJE 2015 Nov,False
JEEM 2016 Jan,False
JAERE 2016 Jan,False
EcLetters 2016 Mar,False
Energy Policy 2016 Mar,False
JPE 2015 Dec,False
REStat 2015 Dec,False
JPubE 2016 Jan,False
JAE 2016 Mar,False
JoE 2016 Mar,False
AER 2015 Oct,False
EcLetters 2016 Feb,False
Energy Policy 2016 Feb,False
AEJ:Policy 2015 Nov,False
ECMA 2016 Jan,False
JUE 2016 Jan,False
JEP 2016 Jan,False
REStud 2015 Oct,False
JPubE 2015 Dec,False
JoE 2016 Feb,False
AER 2015 Sep,False
JEEM 2015 Nov,False
EcLetters 2016 Jan,False
EcPolicy 2016 Jan,False
Energy Policy 2016 Jan,False
JoLE 2016 Jan,False
JPE 2015 Oct,False
REStat 2015 Oct,False
AEJ:Applied 2015 Oct,False
JEL 2015 Dec,False
JPubE 2015 Nov,False
JBES 2016 Jan,False
RAND 2016 Jan,False
JAE 2016 Jan,False
JoE 2016 Jan,False
AER 2015 Aug,False
QJE 2015 Aug,False
JAERE 2015 Oct,False
EcLetters 2015 Dec,False
Energy Policy 2015 Dec,False
ECMA 2015 Nov,False
JUE 2015 Nov,False
JPubE 2015 Oct,False
JoE 2015 Dec,False
AER 2015 Jul,False
JEEM 2015 Sep,False
EcLetters 2015 Nov,False
Energy Policy 2015 Nov,False
JPE 2015 Aug,False
AEJ:Policy 2015 Aug,False
REStud 2015 Jul,False
JPubE 2015 Sep,False
JAE 2015 Nov,False
JoE 2015 Nov,False
AER 2015 Jun,False
EcLetters 2015 Oct,False
EcPolicy 2015 Oct,False
Energy Policy 2015 Oct,False
JoLE 2015 Oct,False
REStat 2015 Jul,False
AEJ:Applied 2015 Jul,False
ECMA 2015 Sep,False
JUE 2015 Sep,False
JEL 2015 Sep,False
JPubE 2015 Aug,False
JoE 2015 Oct,False
AER 2015 May,False
QJE 2015 May,False
JEEM 2015 Jul,False
JAERE 2015 Jul,False
EcLetters 2015 Sep,False
Energy Policy 2015 Sep,False
JPE 2015 Jun,False
JPubE 2015 Jul,False
JAE 2015 Sep,False
JoE 2015 Sep,False
AER 2015 Apr,False
EcLetters 2015 Aug,False
Energy Policy 2015 Aug,False
REStat 2015 May,False
AEJ:Policy 2015 May,False
ECMA 2015 Jul,False
JUE 2015 Jul,False
REStud 2015 Apr,False
JPubE 2015 Jun,False
JAE 2015 Aug,False
JoE 2015 Aug,False
AER 2015 Mar,False
JEEM 2015 May,False
EcLetters 2015 Jul,False
EcPolicy 2015 Jul,False
Energy Policy 2015 Jul,False
JoLE 2015 Jul,False
JPE 2015 Apr,False
AEJ:Applied 2015 Apr,False
JEL 2015 Jun,False
JPubE 2015 May,False
JoE 2015 Jul,False
AER 2015 Feb,False
QJE 2015 Feb,False
JAERE 2015 Apr,False
EcLetters 2015 Jun,False
Energy Policy 2015 Jun,False
REStat 2015 Mar,False
ECMA 2015 May,False
JUE 2015 May,False
JPubE 2015 Apr,False
JAE 2015 Jun,False
JoE 2015 Jun,False
AER 2015 Jan,False
JEEM 2015 Mar,False
EcLetters 2015 May,False
Energy Policy 2015 May,False
JPE 2015 Feb,False
AEJ:Policy 2015 Feb,False
REStud 2015 Jan,False
JPubE 2015 Mar,False
JoE 2015 May,False
EcLetters 2015 Apr,False
EcPolicy 2015 Apr,False
Energy Policy 2015 Apr,False
JoLE 2015 Apr,False
AEJ:Applied 2015 Jan,False
ECMA 2015 Mar,False
JUE 2015 Mar,False
JEL 2015 Mar,False
JPubE 2015 Feb,False
JAE 2015 Apr,False
JoE 2015 Apr,False
JEEM 2015 Jan,False
JAERE 2015 Jan,False
EcLetters 2015 Mar,False
Energy Policy 2015 Mar,False
JPubE 2015 Jan,False
JAE 2015 Mar,False
JoE 2015 Mar,False
EcLetters 2015 Feb,False
Energy Policy 2015 Feb,False
ECMA 2015 Jan,False
JUE 2015 Jan,False
JEP 2015 Jan,False
JoE 2015 Feb,False
EcLetters 2015 Jan,False
EcPolicy 2015 Jan,False
Energy Policy 2015 Jan,False
JoLE 2015 Jan,False
JBES 2015 Jan,False
RAND 2015 Jan,False
JAE 2015 Jan,False
JoE 2015 Jan,False
